,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21,4/30/21,5/31/21,6/30/21,7/31/21,8/31/21,9/30/21,10/31/21,11/30/21,12/31/21,1/31/22,2/28/22,3/31/22,4/30/22,5/31/22,6/30/22,7/31/22,8/31/22,9/30/22,10/31/22,11/30/22,12/31/22,1/31/23
Ticker,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX
MUFG 8.2 PERP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CEMEX 7.7 07/21/25,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,114.2062,114.3136,114.3136,114.3136,114.3136,114.3136,114.3136,114.3136,114.3136,114.3136,114.3136,114.3136,114.3136,114.3136,114.3136,103.5308,103.5308,103.5308,100.0406,99.37592,99.44727,98.87354,100.276
VICI 3 7/8 02/15/29,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,90.11191,87.10902,91.66814,88.66942,83.74855,84.45173,89.45502,88.16039,90.32813
UNM 7.405 03/15/38,124.8716,130.0472,98.18596,102.6151,110.145,111.1599,112.9382,111.9727,114.4218,114.0471,116.0304,116.1348,115.576,115.3681,114.7739,117.1301,119.506,120.5838,121.4761,122.3141,122.3968,123.042,120.5834,122.4153,122.9133,121.9635,118.5604,112.0248,108.9015,103.8505,110.2619,108.4009,105.6462,104.1998,109.3801,104.3251,105.6428
SBRA 5 1/8 08/15/26,109.7488,111.9426,100.5251,97.04607,97.2643,101.2352,104.3617,108.65,108.2977,109.3981,110.856,112.2373,113.2597,112.8012,111.1767,112.0486,112.5021,112.7563,113.5449,112.8828,112.0393,111.0046,110.5184,110.155,108.2695,106.2339,102.3769,99.83537,100.2117,97.68362,98.52013,96.67563,93.70308,90.89922,95.11975,95.04351,96.89851
CHTR 5 1/8 07/01/49,112.0061,111.7037,105.5647,118.0466,117.377,116.0297,123.0338,117.8148,115.8449,116.7967,123.1726,122.1043,118.605,114.15,111.9025,114.585,114.6864,119.1388,121.7502,120.7373,118.6607,118.4795,117.593,116.7852,106.6096,101.8013,99.59731,85.84075,89.10202,83.01665,86.13283,81.49947,74.14439,74.0512,79.9819,76.15179,82.81908
DDS 7 3/4 05/15/27,117.4482,116.5706,86.61943,83.92625,83.79218,104.9159,106.0375,106.0172,105.2125,108.5345,109.4303,110.3327,111.4485,113.1289,113.4622,117.1144,119.3369,121.0782,121.3873,121.2743,120.9108,118.7038,118.9325,119.1103,117.5584,116.0917,111.4852,109.3518,108.9809,106.5769,107.0527,106.8064,105.2083,102.8105,105.3255,101.9456,104.4907
OXY 4 5/8 06/15/45,104.6726,94.46419,42.74549,63.64095,59.35419,71.79158,82.7583,79.02251,72.00794,68.28938,83.72182,87.3909,86.81549,91.07469,87.47466,91.53226,88.29547,96.38847,100.2746,104.0545,102.4379,102.6491,101.2073,104.7386,97.47778,95.89733,97.08607,87.01199,89.95525,81.58942,84.35567,88.63965,83.57848,81.68261,82.31644,81.55181,84.02968
TWX 3.55 06/01/24,104.4935,105.1156,98.49398,103.6033,103.3455,104.3357,106.937,106.0291,107.1376,106.8679,106.9554,106.4604,106.0102,105.4851,105.6524,106.4098,106.2668,106.0406,106.228,105.8226,105.485,104.8971,104.321,104.0178,102.68,102.0519,100.4801,99.39561,99.36073,99.13847,98.1658,97.85788,96.87196,96.927,96.62439,96.86101,97.74444
TGNA 7 3/4 06/01/27,116.7939,117.1147,102.5409,104.5869,105.6992,110.475,112.6424,112.5121,115.303,114.8949,115.541,115.9741,117.8455,115.9957,115.7452,118.884,118.0583,118.3663,117.9828,117.3092,117.3828,118.4432,117.936,118.7371,116.1271,113.816,114.3224,112.4601,107.5499,105.7061,105.7061,97.64622,98.79716,97.94478,98.52456,97.74551,96.46368
TIGO 5 1/8 01/15/28,105.1488,102.7555,87.29222,93.14196,99.29613,100.6985,104.6205,104.9611,103.6161,105.2399,107.2947,106.4565,105.5714,106.2944,105.1305,105.9858,105.5588,104.9158,104.5729,104.486,104.2437,104.268,103.1675,104.0707,101.7009,98.47544,99.14958,94.89826,94.65888,85.77819,91.72147,92.06277,82.81239,85.47688,91.04736,93.37267,89.83193
UCGIM 5.459 06/30/35,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.92815,103.3185,103.5805,101.6994,101.7255,109.435,110.0656,107.8488,108.0842,106.5719,107.6184,108.4998,108.7743,110.7104,110.7198,110.7734,109.5109,108.5615,108.9853,104.4108,99.12981,95.45033,90.45452,89.80672,81.48291,82.83884,79.35123,73.93053,74.11775,80.06631,81.35796,87.53951
CMS 3 3/4 12/01/50,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.0572,102.8953,101.4878,100.4074,98.68233,100.282,101.2433,101.7843,102.3636,101.5688,102.1593,99.51035,98.27645,98.43213,96.58724,90.7318,87.85738,84.54864,80.82875,77.043,79.70526,80.39491,74.2562,73.08024,75.91314,76.42396,81.10939
TIGO 6 1/4 03/25/29,110.7169,108.0129,90.46327,98.03722,104.1712,106.9965,110.1946,110.4036,107.6521,110.6332,114.2394,113.0234,111.7206,112.3025,111.1068,112.0224,110.9129,109.5479,109.6388,110.0424,109.5794,109.1295,106.5086,108.2948,105.5345,103.2742,105.666,99.64854,98.05544,87.46635,95.44885,95.26001,84.16712,87.67129,95.28806,96.20097,92.88457
F 4.7 03/20/26,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.79123,99.92013,99.92013,99.92013,99.92013,99.92013,99.92013,99.92013,99.92013,99.92013,99.92013
CHTR 3 3/4 02/15/28,105.206,106.2148,100.6922,107.5621,108.1549,109.176,112.0075,111.6024,110.7125,110.462,112.2473,112.5285,111.2425,109.5719,108.7332,108.4225,108.8209,110.3981,111.4039,110.5843,109.8241,108.9568,107.6255,107.4328,104.2694,102.4997,98.8613,94.76796,94.84837,92.36053,94.44598,92.33597,88.29328,87.84094,91.40835,90.35683,93.11766
LEVI 3 1/2 03/01/31,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.4781,96.81387,99.98084,98.69401,99.78403,103.2289,103.2758,101.4752,101.5572,101.7483,102.2699,96.922,93.43385,91.88791,86.49058,88.0895,82.81166,90.37096,84.32768,78.28783,80.95388,83.23257,79.89227,84.69987
NEPENE 6 5/8 05/15/25,99.49085,93.14717,53.69127,66.64912,88.05141,87.26488,88.34775,92.92164,89.51306,87.17525,95.39665,97.32435,97.9295,101.1099,99.9108,101.5308,102.7951,102.9724,101.9116,101.8031,102.9135,102.4267,100.9724,102.5223,101.5163,100.7707,100.699,99.11842,99.38639,96.32,96.6963,96.74749,94.36043,97.39799,98.54063,97.68651,98.65686
NSANY 1.85 09/16/26,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.22474,97.69947,97.27093,97.52447,95.84818,93.86619,89.73442,87.07259,87.48141,84.07961,86.2474,85.14593,81.72947,78.7294,83.72137,83.73914,86.3698
NSANY 1.05 03/08/24,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.98127,99.99879,99.9791,99.62756,99.9725,99.87399,99.87475,99.32584,98.95274,98.85491,97.86499,97.00418,95.10231,94.43012,94.85159,94.07893,94.50428,93.98672,93.19109,92.08229,93.24979,93.78291,94.92451
F 4 06/20/27,#N/A N/A,#N/A N/A,#N/A N/A,71.2,79.7701,87.00404,87.00404,87.00404,87.00404,87.00404,87.00404,87.00404,87.00404,87.00404,87.00404,87.00404,100.3192,100.4068,100.4068,100.4068,100.4068,100.4068,100.4068,100.4068,100.4068,100.4068,100.4068,100.4068,100.4068,100.4068,100.4068,100.4068,100.4068,87.82121,88.85601,88.97641,90.18481
APA 5 1/4 02/01/42,107.7296,102.5599,53.19022,71.74342,78.76882,82.25707,97.2422,98.28735,89.34142,91.68429,103.3532,108.9769,99.53989,104.9755,99.35896,104.9388,105.4431,105.7843,107.61,111.7354,112.132,113.9087,112.0514,115.2721,106.876,98.95575,99.01969,92.05549,91.38255,83.88438,89.41042,85.69453,79.36832,79.9982,82.55239,80.843,84.79685
UAL 4 5/8 04/15/29,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,104.0396,103.5769,103.8631,102.835,103.7601,103.8641,103.1198,99.66126,103.5279,99.49301,97.8196,95.14691,92.07016,94.21436,84.00709,92.11543,87.7979,82.75865,85.64406,89.76545,87.16343,91.33158
ACIAIR 6 7/8 11/29/34,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,93.76058,92.7093,92.7093,92.7093,92.7093,92.7093,92.7093,92.7093,84.74041,85.55366,82.95906,84.47746
F 6 09/20/24,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.95655,99.15087,99.15087,99.15087,99.15087
UGPABZ 5 1/4 10/06/26,108.6211,108.0563,89.83782,93.50548,98.3833,103.473,105.1147,107.3753,107.2209,108.0156,110.3183,111.6685,111.3183,109.6913,106.9912,108.6384,110.0754,110.588,110.7279,110.8552,109.6764,106.8701,104.6246,105.8677,104.5245,103.1644,101.6629,101.6817,100.6379,100.7326,99.93061,98.85855,96.2371,97.07555,97.47663,96.00623,97.74651
YUM 4 3/4 06/01/27,105.6054,102.6421,92.89735,102.8982,103.7581,102.9686,106.7423,105.8496,104.5308,104.4244,105.2989,105.94,105.0987,105.0555,105.1401,105.3467,105.0459,104.6957,104.6413,104.7495,104.4486,103.6754,102.9511,104.5393,102.2061,102.7416,101.5755,99.99544,99.4805,96.33564,99.54556,96.31876,93.00567,95.6468,96.92583,96.80173,97.79213
LIBMUT 7.8 03/15/37,136.7818,135.8975,110.7907,111.9376,115.3641,120.1988,121.2764,118.5076,122.1396,122.1612,128.0336,128.5365,128.3815,128.7892,129.3942,130.0084,130.3504,130.9847,133.0668,133.6423,137.6713,142.4577,139.8096,139.0738,137.507,133.6182,130.0902,127.5778,122.6676,113.9228,116.1273,114.3414,112.1275,110.3972,110.3933,108.3756,111.4624
NWSA 5 1/8 02/15/32,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.3165,100.5913,95.91007,95.44353,89.07719,96.79984,92.48797,88.17355,89.93191,92.58027,90.61237,94.24399
GPK 3 1/2 03/15/28,#N/A N/A,98.90684,89.81823,95.2576,98.0351,99.56368,101.579,101.9874,100.1402,100.2771,104.5562,104.0901,104.077,103.5901,99.19254,100.1527,99.72806,100.8331,101.6609,102.1643,101.9804,100.9125,99.4921,100.8006,96.99022,96.50146,94.6122,90.86069,92.98499,89.6433,92.9194,90.34676,84.93735,87.45737,88.519,87.06642,89.92654
GLPI 4 01/15/31,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.33874,103.5227,103.8349,104.2383,104.4002,108.638,109.2811,109.0556,106.9775,103.3031,105.7928,106.3927,107.8701,109.6683,108.4311,108.127,106.6864,105.4363,107.2765,103.2731,101.6888,96.53917,90.29878,90.29458,86.39416,89.49538,86.83527,81.65658,80.84232,86.54802,85.38712,88.62945
OXY 7.2 04/01/28,125.608,123.5398,71.70234,69.84248,80.45509,89.5172,99.36787,99.33248,91.78973,92.78569,98.18314,102.7579,107.3742,108.4633,108.3805,110.2073,108.943,115.1702,117.596,116.6189,117.5494,117.4428,117.4428,117.4428,117.4428,117.4428,117.4428,117.4428,106.3761,102.1939,106.3305,105.7593,103.6459,104.929,101.6908,102.6433,102.6433
COMCEL 5 1/8 02/03/32,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.6134,99.97371,92.84096,90.30941,82.40837,89.09728,86.75117,75.21827,80.03372,87.29212,88.15616,87.78316
NSANY 2.45 09/15/28,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.30218,97.89207,97.75935,97.71183,95.2126,93.35199,88.06303,84.26794,84.15485,81.61964,82.65708,80.14847,75.65558,72.36639,77.59434,78.47936,81.3795
F 3.45 03/20/24,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.93264,97.08502,96.01673,95.04901,95.73828,95.39288,93.79562,95.3563,96.48917,95.88187,96.99715
VST 7 3/4 10/15/31,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
SNFF 3 3/8 03/15/30,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.252,98.34595,97.08108,96.57983,94.1188,91.53059,87.99895,84.2878,81.52285,82.5204,81.29967,82.9156,78.15457,79.82063,80.52656,80.8718,84.90964
SOCGEN 8 PERP,119.302,116.447,92.451,102.244,107.859,111.813,113.507,114.219,111.992,112.527,117.072,117.671,117.359,117.55,117.416,118.243,117.774,118.033,118.277,118.524,117.741,117.029,115.313,115.607,113.439,109.313,108.205,104.249,104.122,98.413,103.277,100.348,95.191,98.749,101.02,100.855,101.08
AR 8 3/8 07/15/26,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.9494,106.1034,109.7709,110.3445,112.3756,113.0038,113.8334,113.2855,113.4435,113.3915,112.6929,110.9724,113.9076,111.7505,109.9094,110.6233,107.9453,108.7729,105.8437,107.8887,107.886,106.1462,106.1081,105.3216,104.8237,105.5087
WCC 7 1/4 06/15/28,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,105.987,109.4776,111.6329,109.3514,109.603,112.5113,113.7379,112.5,111.1456,111.4937,111.0392,111.1331,111.3821,111.3684,111.313,110.9095,110.3655,108.7414,110.0326,107.3073,107.1009,106.2919,103.89,104.7766,98.68531,104.1744,101.0958,97.91306,101.6065,101.792,101.3464,102.8742
CLH 4 7/8 07/15/27,105.5413,105.3852,98.40124,103.1982,103.7042,103.0131,106.4754,105.0329,104.8414,104.6545,106.1346,105.2447,105.7044,104.9463,105.3874,104.4251,105.5427,105.11,105.2649,104.887,104.1233,104.4247,103.3779,103.4466,102.7023,100.643,100.2483,98.24056,99.67622,92.18337,97.91084,93.77029,91.62213,94.3183,94.77253,95.09681,96.40273
VICI 4 5/8 12/01/29,105.1294,103.4721,91.13151,93.06805,100.2845,97.93315,105.289,104.4438,102.2513,104.0917,107.2931,107.2555,106.7709,105.5028,103.4251,104.4967,104.7263,106.451,107.5606,108.7284,108.3282,106.7803,106.7031,107.1502,103.1154,102.2202,99.64773,93.71328,94.14004,91.22957,95.35196,92.21703,86.6327,87.16303,91.74796,91.19718,93.38754
M 6.79 07/15/27,114.8554,108.5669,66.1555,57.41095,63.10365,72.31707,72.60139,71.45658,70.22533,69.07254,84.52871,92.94565,95.37903,100.1799,101.8301,104.7317,106.6854,106.4552,106.1019,109.0883,110.9004,110.9785,111.8299,109.56,105.6376,106.3931,103.4758,100.6867,99.28896,98.63409,99.44298,98.62986,94.69694,96.09917,100.3693,97.75819,98.77433
STANLN 7 3/4 PERP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,97.103,94.375,91.375,93.75,99.25,102.125
LLOYDS 6.657 PERP,122.855,124.3364,108.3433,109.8898,111.0779,112.9188,114.3674,116.7639,118.7735,121.4125,126.351,127.062,128.3514,128.0099,128.703,136.4614,137.9186,139.1882,141.2731,142.8459,144.1214,143.3574,147.7491,146.8093,142.4556,133.734,130.5588,126.4253,119.3807,114.5969,113.2722,112.6478,104.8507,100.2425,98.48605,97.74586,99.55256
CMZB 8.151 06/30/31,137.4007,138.9533,114.7474,126.2824,130.3309,137.9384,142.6005,144.1778,145.83,146.2515,148.04,148.2593,147.1533,143.6415,141.7798,142.2943,142.8764,143.4419,144.9724,144.391,143.0814,141.2073,141.706,141.4415,138.6301,133.0145,125.5005,120.1488,114.9659,110.8798,110.1224,109.5285,107.2661,102.194,102.4755,103.7191,108.7354
LIBMUT 4.3 02/01/61,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,91.3074,90.46573,91.60181,90.65846,91.06408,92.9461,95.13168,95.00143,94.17517,92.94684,95.02739,89.35725,81.73867,79.50766,75.08228,73.00888,68.50626,70.24352,67.77997,64.5639,58.08347,59.33308,61.37621,65.87371
GPK 4 3/4 07/15/27,109.3279,108.7149,99.06956,104.0634,104.9519,105.5647,107.3128,110.2142,109.449,108.9615,110.5232,110.6871,110.6611,110.9595,109.5999,109.0693,108.0143,108.7046,108.9625,108.3885,108.9096,108.6307,107.7712,108.1746,105.6107,103.6248,100.6355,97.52415,97.83952,95.40631,97.64639,96.08627,91.8445,93.15323,93.85813,93.98471,96.15204
AYR 5 1/4 PERP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.892,100.938,100.832,101.588,103.014,102.483,102.495,101.296,97.933,90.962,89.783,89.783,83.391,80.964,80.964,80.964,74.955,74.658,74.658,74.658
FTI 6 1/2 02/01/26,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,104.5322,105.0346,104.6061,106.5492,107.686,108.0835,107.2295,106.3091,107.3727,106.8749,107.4623,106.896,104.7985,103.5472,103.8144,104.2116,103.5585,99.96365,99.78423,98.00261,96.13761,96.56487,98.05322,97.39671,98.05304
HI 3 3/4 03/01/31,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,97.59812,98.84373,99.94663,99.38467,101.9775,101.2663,99.72213,98.80325,98.26923,100.4557,96.78677,95.91547,91.84297,88.15697,90.31988,82.78893,84.34919,84.77551,76.78413,79.5388,82.8093,82.29511,84.41811
STANLN Float PERP,90.125,92,92,92,80.5,80.95,81.505,81.699,81.699,81.699,94.125,94.125,93,93.875,94,95.893,96.48,96.75,96.72,97.25,97.25,96.555,96.5936,96.5936,96.5936,96.5936,86.055,86.055,86.055,86.055,86.055,80,76.75,76.75,76.75,76.75,76.75
ACUPET 7 1/2 01/13/32,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,97.64536,92.70011,92.38713,90.92945,90.37333,84.57433,84.42165,84.84632,79.84325,78.97278,86.18896,91.69129,94.12694
AAWW 8 1/2 02/15/30,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
BRITEL 4 7/8 11/23/2081,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.97488,100.6478,99.24435,96.12778,95.047,92.3334,90.61632,86.04829,86.44939,85.02971,81.36578,79.70663,81.35417,79.54281,82.17698
STANLN 7.014 PERP,122.95,123.6263,102,102.97,109,112.088,113.75,115.658,122.232,121.584,128.3,131.45,132.5,133.75,130.35,135.75,135.5,137.25,137.75,139.875,140.5,138.75,138.8,139.75,135.25,135.25,117.3,117.95,110.935,106.42,106.42,104.95,104.53,104.53,91.415,93.77,100.513
ACI 6 1/2 02/15/28,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
FMGAU 4 3/8 04/01/31,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.8195,103.5945,104.386,106.3825,108.3195,107.884,103.877,101.895,100.7045,104.4045,100.428,96.4265,94.422,89.667,89.6035,82.4565,84.4335,83.222,77.569,79.77,83.426,85.0715,88.0345
GMRLIN 5 3/8 04/10/24,104.387,104.7021,95.49311,87.729,92.31072,97.5479,97.50411,98.34996,99.1574,99.04765,100.9852,102.0683,102.617,104.0805,102.9059,102.263,102.6478,103.7948,102.4323,103.1146,102.5456,103.0082,102.7961,103.1089,101.4514,101.6727,100.7654,100.4902,99.61716,97.21856,97.79701,97.59206,96.5643,96.13553,98.94003,98.64415,99.4254
